"Manufacturernumber","Articlenumber","EAN","Technical details","Product category","Technical specifications","Picture normal reduced","Depth m","Width m","Length m","Weight kg","Delivery time days","Type of product","Price quantity","ETIM Features","ETIM","ECLASS Features","ECLASS","PROFICLASS Features","PROFICLASS","Product features"
"LBOXXEKM6022CFB","LBOXXEKM6022CFB","4012078922265","Geeignet fürverschiedene Anwendungen|Pressformuniversal (Wechseleinsätze)|Querschnitt6mm²|AWG-Bereich6|Länge404mm|Mit Sperrvorrichtung (bei mechanischen Werkzeugen)false|Ausführung/Betätigungakku-hydraulisch|Einsätze auswechselbartrue|Anzahl der mitgelieferten Einsätze1|Mit automatischem Rücklauftrue|Zykluszeit-s|Presskraft-kN","","","'https://www.nexmart.com/media/catalog/ampshare/klauke/lboxxekm6022cfb_jpg/detail.jpg/normal.jpg","","","","6.59","","",1,"Geeignet fürverschiedene Anwendungen|Pressformuniversal (Wechseleinsätze)|Querschnitt6|AWG-Bereich6|Länge404|Mit Sperrvorrichtung (bei mechanischen Werkzeugen)false|Ausführung/Betätigungakku-hydraulisch|Einsätze auswechselbartrue|Anzahl der mitgelieferten Einsätze1|Mit automatischem Rücklauftrue|Zykluszeit-|Presskraft-","EC000168","","","","",""
"LBOXXEKM60IDCFB","LBOXXEKM60IDCFB","4012078922340","Geeignet fürverschiedene Anwendungen|PressformDornpressung|Querschnitt10mm²|AWG-Bereich10|Länge429mm|Mit Sperrvorrichtung (bei mechanischen Werkzeugen)false|Ausführung/Betätigungakku-hydraulisch|Einsätze auswechselbarfalse|Anzahl der mitgelieferten Einsätze1|Mit automatischem Rücklauftrue|Zykluszeit-s|Presskraft-kN","","","'","","","","6.45","","",1,"Geeignet fürverschiedene Anwendungen|PressformDornpressung|Querschnitt10|AWG-Bereich10|Länge429|Mit Sperrvorrichtung (bei mechanischen Werkzeugen)false|Ausführung/Betätigungakku-hydraulisch|Einsätze auswechselbarfalse|Anzahl der mitgelieferten Einsätze1|Mit automatischem Rücklauftrue|Zykluszeit-|Presskraft-","EC000168","","","","",""
"LGLB1EU","LGLB1EU","4012078868778","Nennspannung18V|Ladespannung230V|AkkubeschaffenheitLithium-Ionen|Schnell-Ladegerättrue|Anzahl der USB-Ports0","","","'https://www.nexmart.com/media/catalog/ampshare/klauke/lglb1eu_jpg/detail.jpg/normal.jpg","","","","0.6","","",1,"Nennspannung18|Ladespannung230|AkkubeschaffenheitLithium-Ionen|Schnell-Ladegerättrue|Anzahl der USB-Ports0","EC001184","","","","",""
"LS100FLEXCFB","LS100FLEXCFB","4012078964517","Lochergrößen152.4mm|Lochergrößen PG48|Lochergrößen ISO63|Anzahl der Blechlocher0|Anzahl der Zugbolzen2|Zu bearbeitender Werkstoffsonstige|Mit Werkzeugtrue|Betätigungsart hydraulischtrue|Betätigungsart mechanischfalse|Spaltlocherfalse|Mit Koffer/Taschetrue","","","'","","","","6.05","","",1,"Lochergrößen152.4|Lochergrößen PG48|Lochergrößen ISO63|Anzahl der Blechlocher0|Anzahl der Zugbolzen2|Zu bearbeitender Werkstoffsonstige|Mit Werkzeugtrue|Betätigungsart hydraulischtrue|Betätigungsart mechanischfalse|Spaltlocherfalse|Mit Koffer/Taschetrue","EC002121","","","","",""
"LS50FLEXCFB","LS50FLEXCFB","4012078919838","Betätigungsartakku-hydraulisch|Stanzkraft60kN","","","'https://www.nexmart.com/media/catalog/ampshare/klauke/ls50flexcfb_jpg/detail.jpg/normal.jpg","","","","5.5","","",1,"Betätigungsartakku-hydraulisch|Stanzkraft60","EC001085","","","","",""
"RALB1EU","RALB1EU","4012078866903","Nennspannung18V|Kapazität2Ah|AusführungLithium-Ionen|Gewicht353g","","","'https://www.nexmart.com/media/catalog/ampshare/klauke/ralb1eu_jpg/detail.jpg/normal.jpg","","","","0.35","","",1,"Nennspannung18|Kapazität2|AusführungLithium-Ionen|Gewicht353","EC001199","","","","",""
"RALB2EU","RALB2EU","4012078866842","Nennspannung18V|Kapazität5Ah|AusführungLithium-Ionen|Gewicht635g","","","'https://www.nexmart.com/media/catalog/ampshare/klauke/ralb2eu_jpg/detail.jpg/normal.jpg","","","","0.64","","",1,"Nennspannung18|Kapazität5|AusführungLithium-Ionen|Gewicht635","EC001199","","","","",""
"RALB2US","RALB2US","4012078868662","Nennspannung18V|Kapazität5Ah|AusführungLithium-Ionen|Gewicht635g","","","'https://www.nexmart.com/media/catalog/ampshare/klauke/ralb2eu_jpg/detail.jpg/normal.jpg","","","","0.64","","",1,"Nennspannung18|Kapazität5|AusführungLithium-Ionen|Gewicht635","EC001199","","","","",""
"","178336","","Rahmenlänge237mm|Kapazität der Kartusche900mL|Mischungs­verhältnisse2:1|Druckkraft5kN|Spannung18V|Material des GriffsVerstärktes Nylon|Material des KartuschenhaltersStahl|StandardfarbeSchwarz/Rot","","","'https://www.nexmart.com/media/catalog/ampshare/b998m_20side.jpg/normal.jpg","0.287","0.178","0.416","3.5","","",1,"","","","","","",""
"","321500000024-1-1","4016111701169","","","","'https://www.nexmart.com/media/catalog/ampshare/bosch-gba-18v-2ah.jpg/normal.jpg","","","","0.44","","",1,"","","","","","",""
"","321500000025-1-1","4016111701176","","","","'https://www.nexmart.com/media/catalog/ampshare/bosch-procore-18v-4ah.jpg/normal.jpg","","","","0.64","","",1,"","","","","","",""
"","BEP4115/000","4260256870093","Fugenbreite inkl.Schnittfuge (stufenlos einstellbar)4,5 - 28mm|Schnitttiefe (stufenlos einstellbar)0-28mm|Gewicht (nur Maschine)3,6kg|Werkzeugdurchmesser115mm|Drehwinkel Motor (in beide Richtungen)90°|Akkubestückung18V 4,0Ah ProCORE Akkus","","","'https://www.nexmart.com/media/catalog/ampshare/ufs-18v-li.jpg/normal.jpg","213.0","300.0","400.0","8.7","","",1,"","","","","","",""
"","249006","5905963249006","IK-Stoßfestigkeitsgrad9|Nennleistung der Leuchte20W|Farbtemperatur4000K|Versorgungsspannung18V|Lichtstrom2300LM","","","'https://www.nexmart.com/media/catalog/ampshare/magnum-battery-xs.png/normal.png","0.215","0.124","0.212","0.47","","",1,"","","","","","",""
"","249228","5905963249228","IK-Stoßfestigkeitsgrad10|Nennleistung der Leuchte30W|Farbtemperatur4000K|Versorgungsspannung18V|Lichtstrom4050LM","","","'https://www.nexmart.com/media/catalog/ampshare/magnum-battery-m.png/normal.png","0.205","0.082","0.4","1.32","","",1,"","","","","","",""
"","249259","5905963249259","IK-Stoßfestigkeitsgrad10|Nennleistung der Leuchte70W|Farbtemperatur4000K|Versorgungsspannung18V|Lichtstrom9250LM","","","'https://www.nexmart.com/media/catalog/ampshare/magnum-battery-l.png/normal.png","0.3","0.084","0.478","2.05","","",1,"","","","","","",""
"","250248","5905963249248","IK-Stoßfestigkeitsgrad7|Nennleistung der Leuchte68W|Farbtemperatur4000K|Versorgungsspannung18V|Lichtstrom10285LM","","","'https://www.nexmart.com/media/catalog/ampshare/tower-lite-multibattery.png/normal.png","0.169","0.263","1.13","4.36","","",1,"","","","","","",""
"","1171630501","4007123674572","Lichtstrom6000Lumen|Farbtemperatur5000Kelvin|Leistungsaufnahme50Watt|Spannung18 VVolt|EingangsspannungsartGleichspannung (DC)|SchutzklasseIII|Schutzart (IP)IP55|SchlagfestigkeitIK08|StromversorgungAkku|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123674572_1171630501_a001_normal.jpg/normal.jpg","16.3","27.6","27.6","2.28","","",1,"","","","","","",""
"","1171630802","4007123674589","Lichtstrom7900Lumen|Farbtemperatur5000Kelvin|Leistungsaufnahme82Watt|Spannung18 VVolt|EingangsspannungsartWechselspannung (AC)|SchutzklasseI|Schutzart (IP)IP55|SchlagfestigkeitIK08|StromversorgungHybrid|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123674589_1171630802_a001_normal.jpg/normal.jpg","31.0","18.0","31.0","4.6","","",1,"","","","","","",""
"","1173140400","4007123676613","Lichtstrom4500Lumen|Farbtemperatur6500Kelvin|Leistungsaufnahme40Watt|Spannung18 VVolt|EingangsspannungsartGleichspannung (DC)|SchutzklasseIII|Schutzart (IP)IP65|SchlagfestigkeitIK08|StromversorgungAkku|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123676613_1173140400_a001_normal.jpg/normal.jpg","23.5","24.5","15.5","2.1","","",1,"","","","","","",""
"","1173140600","4007123676620","Lichtstrom6200Lumen|Farbtemperatur6500Kelvin|Leistungsaufnahme61.6Watt|Spannung18 VVolt|EingangsspannungsartWechselspannung (AC)|SchutzklasseII|Schutzart (IP)IP65|SchlagfestigkeitIK08|StromversorgungHybrid|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123676620_1173140600_a001_normal.jpg/normal.jpg","26.0","26.5","16.0","3.26","","",1,"","","","","","",""
"","1173143600","4007123680566","Lichtstrom6200Lumen|Farbtemperatur6500Kelvin|Leistungsaufnahme61.6Watt|Spannung18 VVolt|EingangsspannungsartWechselspannung (AC)|SchutzklasseII|Schutzart (IP)IP65|SchlagfestigkeitIK08|StromversorgungHybrid|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123680566_1173143600_a001_normal.jpg/normal.jpg","26.0","26.5","16.0","3.26","","",1,"","","","","","",""
"","1173700001","4007123681341","Lichtstrom12500Lumen|Farbtemperatur6500Kelvin|Leistungsaufnahme100Watt|Spannung18 VVolt|EingangsspannungsartWechselspannung (AC)|SchutzklasseII|Schutzart (IP)IP55|SchlagfestigkeitIK08|StromversorgungHybrid|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123681341_1173700001_a001_normal.jpg/normal.jpg","35.4","25.8","17.7","4.73","","",1,"","","","","","",""
"","1173700003","4007123681365","Lichtstrom12000Lumen|Farbtemperatur6500Kelvin|Leistungsaufnahme100Watt|Spannung18 VVolt|EingangsspannungsartWechselspannung (AC)|SchutzklasseII|Schutzart (IP)IP54|SchlagfestigkeitIK08|StromversorgungHybrid|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123681365_1173700003_a001_normal.jpg/normal.jpg","28.0","37.8","28.6","4.98","","",1,"","","","","","",""
"","1173703003","4007123685257","Lichtstrom12000Lumen|Farbtemperatur6500Kelvin|Leistungsaufnahme100Watt|Spannung18 VVolt|EingangsspannungsartWechselspannung (AC)|SchutzklasseII|Schutzart (IP)IP54|SchlagfestigkeitIK08|StromversorgungHybrid|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123685257_1173703003_a001_normal.jpg/normal.jpg","28.0","37.8","28.6","4.98","","",1,"","","","","","",""
"","1173730000","4007123681396","Lichtstrom2160Lumen|Farbtemperatur6500Kelvin|Leistungsaufnahme20Watt|Spannung18 VVolt|EingangsspannungsartGleichspannung (DC)|SchutzklasseIII|Schutzart (IP)IP54|SchlagfestigkeitIK08|StromversorgungAkku|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123681396_1173730000_a001_normal.jpg/normal.jpg","22.5","19.5","21.4","1.43","","",1,"","","","","","",""
"","1173700004","4007123681389","Lichtstrom7700Lumen|Farbtemperatur6500Kelvin|Leistungsaufnahme60Watt|Spannung18 VVolt|EingangsspannungsartGleichspannung (DC)|SchutzklasseIII|Schutzart (IP)IP54|SchlagfestigkeitIK08|StromversorgungAkku|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123681389_1173700004_a001_normal.jpg/normal.jpg","69.8","12.9","11.2","3.78","","",1,"","","","","","",""
"","1173700007","4007123681907","Lichtstrom3150Lumen|Farbtemperatur6500Kelvin|Leistungsaufnahme27Watt|Spannung18 VVolt|EingangsspannungsartGleichspannung (DC)|SchutzklasseIII|Schutzart (IP)IP65|SchlagfestigkeitIK08|StromversorgungAkku|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123681907_1173700007_a001_normal.jpg/normal.jpg","28.5","22.7","16.9","2.28","","",1,"","","","","","",""
"","1173703001","4007123685240","Lichtstrom12500Lumen|Farbtemperatur6500Kelvin|Leistungsaufnahme100Watt|Spannung18 VVolt|EingangsspannungsartWechselspannung (AC)|SchutzklasseII|Schutzart (IP)IP55|SchlagfestigkeitIK08|StromversorgungHybrid|Geeignet für AußenbereichJa","","","'https://www.nexmart.com/media/catalog/ampshare/4007123685240_1173703001_a001_normal.jpg/normal.jpg","35.4","25.8","17.7","4.73","","",1,"","","","","","",""
"","2437240","4004025130038","Motorleistung370Watt|Betriebsdruck, max.0,2 / 0,02bar / Mpa|Behältervolumen1000ml|Gewicht (exkl. Akku)1.30000000000000kg|Gewicht (inkl. Akku)1.90000000000000kg","","","'https://www.nexmart.com/media/catalog/ampshare/2437240_fc4000-18v_product-shot_left.jpg/normal.jpg","0.39","0.36","0.45","10.0","","",1,"","","","","","",""
"","2437348","4004025130045","Motorleistung370Watt|Betriebsdruck, max.0,2 / 0,02bar / Mpa|Behältervolumen1000ml|Gewicht (exkl. Akku)1.30000000000000kg","","","'https://www.nexmart.com/media/catalog/ampshare/2437348_fc4000-18v-bare_product-shot_left.jpg/normal.jpg","0.29","0.16","0.38","5.0","","",1,"","","","","","",""
"","2453688","4004025130397","Motorleistung370Watt|Betriebsdruck, max.0,2 / 0,02bar / Mpa|Behältervolumen1000ml|Gewicht (exkl. Akku)1.30000000000000kg|Gewicht (inkl. Akku)1.90000000000000kg","","","'https://www.nexmart.com/media/catalog/ampshare/2453688_fc4000-18v_product-shot_left.jpg/normal.jpg","0.39","0.36","0.45","10.0","","",1,"","","","","","",""
"","2453687","4004025130380","Motorleistung370Watt|Betriebsdruck, max.0,2 / 0,02bar / Mpa|Behältervolumen1000ml|Gewicht (exkl. Akku)1.30000000000000kg","","","'https://www.nexmart.com/media/catalog/ampshare/2453687_fc4000-18v-bare_product-shot_left.jpg/normal.jpg","0.29","0.16","0.38","5.0","","",1,"","","","","","",""
"","2443233","4004025130069","Motorleistung370Watt|Betriebsdruck, max.0,2 / 0,02bar / Mpa|Behältervolumen1000ml|Gewicht (exkl. Akku)1.30000000000000kg|Gewicht (inkl. Akku)1.90000000000000kg","","","'https://www.nexmart.com/media/catalog/ampshare/2443233_flexspray-pro-18v_product-shot_left.jpg/normal.jpg","0.39","0.36","0.45","10.0","","",1,"","","","","","",""
"","2443232","4004025130052","Motorleistung370Watt|Betriebsdruck, max.0,2 / 0,02bar / Mpa|Behältervolumen1000ml|Gewicht (exkl. Akku)1.30000000000000kg","","","'https://www.nexmart.com/media/catalog/ampshare/2443232_flexspray-pro-18v-bare_product-shot_left.jpg/normal.jpg","0.29","0.16","0.38","5.0","","",1,"","","","","","",""
"","2640.778","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/signode/sig_bxt3-13_0095.png/normal.png","0.135","0.141","0.37","3.6","","",1,"","","","","","",""
"","2640.558","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/signode/sig_bxt3-16_0096.jpg/normal.jpg","0.135","0.141","0.37","3.8","","",1,"","","","","","",""
"","2640.668","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/signode/sig_bxt3-19_0096_web.png/normal.png","0.135","0.141","0.37","4.3","","",1,"","","","","","",""
"","2640.828","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/signode/sig_bxt3-32_sach.jpg/normal.jpg","0.158","0.157","0.416","6.7","","",1,"","","","","","",""
"","1179.228","","VerschlussartVerschlusskerbung 2-fach|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/signode/sig_bpt-h_32_signode_o-210701_studio-02_highres.png/normal.png","0.27","0.283","0.405","8.3","","",1,"","","","","","",""
"","1179.568","","VerschlussartVerschlusskerbung 1-fach|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/signode/bpt-l19_signode_o-211201_studio-01_highres.jpg/normal.jpg","0.14","0.15","0.39","4.5","","",1,"","","","","","",""
"","1179.868","","VerschlussartPlombenloser Kerbverschluss|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/signode/bst_signode_o-220901_studio-03_highres.png/normal.png","0.131","0.147","0.411","5.4","","",1,"","","","","","",""
"","2180.778","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/orgapack/org_or-t_130_0102.jpg/normal.jpg","0.135","0.141","0.37","3.6","","",1,"","","","","","",""
"","2180.558","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/orgapack/org_or-t_260_0103.png/normal.png","0.135","0.141","0.37","3.8","","",1,"","","","","","",""
"","2180.668","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/orgapack/org_or-t_450_0104.png/normal.png","0.135","0.141","0.37","4.3","","",1,"","","","","","",""
"","2180.828","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/orgapack/or-t_670_orgapack_o-231020_studio-01_highres.png/normal.png","0.158","0.157","0.416","6.7","","",1,"","","","","","",""
"","1179.468","","VerschlussartVerschlusskerbung 2-fach|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/orgapack/or-t_r19_orgapack_o-230730_studio-02_highres.png/normal.png","0.14","0.15","0.39","4.5","","",1,"","","","","","",""
"","1179.128","","VerschlussartVerschlusskerbung 1-fach|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/orgapack/or-t_r32_orgapack_o-230730_studio-01_highres.png/normal.png","0.27","0.283","0.405","8.3","","",1,"","","","","","",""
"","1179.768","","VerschlussartPlombenloser Kerbverschluss|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/orgapack/or-t_s19_orgapack_o-230730_studio-03_highres.png/normal.png","0.131","0.147","0.411","5.4","","",1,"","","","","","",""
"","366.771.001","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/strapex/stx_stb_71_0020.png/normal.png","0.135","0.141","0.37","3.6","","",1,"","","","","","",""
"","366.781.001","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/strapex/stx_stb_73_0015.png/normal.png","0.135","0.141","0.37","3.8","","",1,"","","","","","",""
"","366.791.001","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/strapex/stx_stb_75_0101.png/normal.png","0.135","0.141","0.37","4.3","","",1,"","","","","","",""
"","366.828.001","","VerschlussartReibschweissen|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/strapex/stb-77_sach.jpg/normal.jpg","0.158","0.157","0.416","6.7","","",1,"","","","","","",""
"","466.128.001","","VerschlussartVerschlusskerbung 2-fach|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/strapex/stb-ph_strapex_o-230730_studio-01_highres.png/normal.png","0.27","0.283","0.405","8.3","","",1,"","","","","","",""
"","466.268.001","","VerschlussartVerschlusskerbung 1-fach|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/strapex/stb-pl_strapex_o-230730_studio-02_highres.png/normal.png","0.14","0.15","0.39","4.5","","",1,"","","","","","",""
"","466.368.001","","VerschlussartPlombenloser Kerbverschluss|Betriebsartvoll- / halbautomatisch / manuell","","","'https://www.nexmart.com/media/catalog/ampshare/strapex/stb-sl_strapex_o-230730_studio-02_highres.png/normal.png","0.131","0.147","0.411","5.4","","",1,"","","","","","",""
"","3424008","4016553424008","Gewicht5.198kg|Länge250mm|Breite210mm|Tiefe80mm","","","'https://www.nexmart.com/media/catalog/ampshare/d7f952e4236afc03a202fc64913dc353_xl.jpg/normal.jpg","0.08","0.21","0.25","5198.0","","",1,"","","","","","",""
"","3424107","4016553424107","Gewicht4.198kg|Länge250mm|Breite210mm|Tiefe80mm","","","'https://www.nexmart.com/media/catalog/ampshare/0f4f3d9b01e664b52ec241da315f1972_xl.jpg/normal.jpg","0.08","0.21","0.25","4198.0","","",1,"","","","","","",""
"","3424206","4016553424206","Gewicht4.668kg|Länge250mm|Breite210mm|Tiefe80mm","","","'https://www.nexmart.com/media/catalog/ampshare/97c9669c01b9143a268bf27097877607_xl.jpg/normal.jpg","0.08","0.21","0.25","4668.0","","",1,"","","","","","",""
"","3424305","4016553424305","Gewicht5.478kg|Länge250mm|Breite210mm|Tiefe80mm","","","'https://www.nexmart.com/media/catalog/ampshare/0aa092ec2d4bbcf47bfbbc9bf74dc198_xl.jpg/normal.jpg","0.08","0.21","0.25","5478.0","","",1,"","","","","","",""
"","3424015","4016553424015","Gewicht6.072kg|Länge250mm|Breite210mm|Tiefe80mm","","","'https://www.nexmart.com/media/catalog/ampshare/73ea288207e8d120e20bc02dca78719e_xl.jpg/normal.jpg","0.08","0.21","0.25","6072.0","","",1,"","","","","","",""
